3, aahed, VBN, 7.5
4, aahing, VBG, 9.0
7, aalii, NN, 7.5
8, aaliis, NN, 9.0
16, aargh, NN, 7.5
17, aaron, NN, 7.5
22, aarrgh, NN, 9.0
31, ababua, NN, 9.0
33, abaca, NN, 7.5
34, abacay, NN, 9.0
35, abacas, NN, 9.0
38, abaci, NN, 7.5
44, aback, NN, 7.5
45, abacli, NN, 9.0
46, abacot, NN, 9.0
54, abacus, NN, 9.0
56, abada, NN, 7.5
60, abadia, NN, 9.0
62, abaff, NN, 7.5
63, abaft, NN, 7.5
65, abayah, NN, 9.0
71, abaka, NN, 7.5
72, abakas, NN, 9.0
80, abama, NN, 7.5
81, abamp, NN, 7.5
84, abamps, NNS, 9.0
85, aband, NN, 7.5
98, abanet, NN, 9.0
99, abanga, NN, 9.0
100, abanic, NN, 9.0
107, abaris, NN, 9.0
112, abase, NN, 7.5
113, abased, VBN, 9.0
118, abaser, NN, 9.0
120, abases, NNS, 9.0
121, abasgi, NN, 9.0
122, abash, NN, 7.5
132, abasia, NN, 9.0
134, abasic, JJ, 9.0
136, abasio, NN, 9.0
137, abask, NN, 7.5
138, abassi, NN, 9.0
145, abate, NN, 7.5
146, abated, VBN, 9.0
149, abater, NN, 9.0
151, abates, NNS, 9.0
152, abatic, JJ, 9.0
154, abatis, NN, 9.0
159, abaton, NN, 9.0
160, abator, NN, 9.0
168, abattu, NN, 9.0
170, abatua, NN, 9.0
172, abaue, NN, 7.5
173, abave, NN, 7.5
176, abaze, NN, 7.5
179, abbacy, NN, 9.0
183, abbaye, NN, 9.0
185, abbas, NN, 7.5
186, abbasi, NN, 9.0
190, abbate, NN, 9.0
195, abbey, NN, 7.5
196, abbeys, NNS, 9.0
199, abbes, NNS, 7.5
200, abbess, NN, 9.0
202, abbest, NN, 9.0
205, abbie, NN, 7.5
208, abbot, NN, 7.5
213, abbots, NNS, 9.0
216, abbott, NN, 9.0
219, abbrev, NN, 9.0
234, abcess, NN, 9.0
238, abdal, NN, 7.5
239, abdali, NN, 9.0
241, abdat, NN, 7.5
244, abdest, NN, 9.0
